city;postal_code;sex;date_of_birth;working;form_of_employment;pyt_1;pyt_2;pyt_3
Łódź;91-604;m;1970-03-27;True;freelancer;1;2;1
Łęki Szlacheckie;97-352;m;1999-05-31;False;;2;0;7
Warszawa;02-468;m;1997-05-20;False;;1;2;5
Tarnowskie Góry;42-609;m;1975-02-14;False;;3;1;1
Radzyń Chełmiński;87-220;f;1982-10-16;False;;3;1;8
Warszawa;02-379;f;1986-10-21;True;full-time;0;0;4
Kraków;30-427;f;1985-05-08;True;freelancer;2;2;3
Kraków;31-999;f;1977-04-03;True;full-time;0;1;9
Warszawa;03-276;m;1996-11-19;True;freelancer;3;0;2
Łódź;94-133;m;1980-04-16;True;freelancer;2;0;7
Rzeszów;35-242;f;1996-04-09;True;self-employment;1;0;3
Kraków;30-815;m;1997-08-13;True;freelancer;0;1;1
Gdańsk;80-445;f;1980-07-23;True;freelancer;1;2;2
Gdynia;81-377;m;1962-03-29;False;;2;1;8
Warszawa;01-806;m;1998-02-09;True;full-time;1;1;5
Poznań;60-583;f;1967-06-30;False;;0;0;6
Kraków;31-234;f;1971-10-10;True;freelancer;2;1;5
Kraków;30-348;m;1976-05-12;False;;1;0;4
Kielce;25-123;f;1966-10-26;True;self-employment;0;2;2
Warszawa;03-028;f;1980-07-25;False;;1;2;4
Mąkowarsko;86-013;f;1991-12-05;True;freelancer;3;2;4
Kielce;25-108;f;1981-10-12;False;;0;1;6
Poznań;60-976;f;1976-01-10;False;;0;1;5
Wrocław;50-455;m;1978-09-01;True;full-time;3;0;7
Poznań;60-766;f;1975-12-01;False;;0;0;1
Wrocław;51-501;f;1970-02-28;False;;1;0;9
Poznań;60-732;m;1994-03-29;False;;2;2;5
Łódź;94-315;m;1994-03-23;False;;1;2;4
Łomża;18-401;f;1996-09-24;False;;0;2;0
Opole;45-758;m;1985-06-10;True;freelancer;2;1;8
Poznań;61-108;f;1977-12-22;False;;0;1;2
Kraków;31-539;f;1973-04-28;True;freelancer;1;1;5
Dąbrowa Górnicza;42-524;f;1993-07-16;False;;2;1;2
Gdańsk;80-105;m;1969-07-03;True;freelancer;1;0;8
Poznań;61-805;m;1989-01-04;False;;0;1;5
Poznań;60-801;f;1990-07-23;True;full-time;0;0;1
Szczecin;70-780;m;1997-02-02;False;;3;2;7
Szczecin;71-733;f;1966-04-18;True;freelancer;3;0;5
Sopot;81-845;f;1996-11-24;True;self-employment;0;1;3
Szczecin;70-780;m;1966-03-28;False;;1;1;3
Zielona Góra;65-325;m;1973-08-03;False;;3;2;7
Gdynia;81-175;f;1987-10-23;False;;1;2;5
Kędzierzyn-Koźle;47-224;f;1972-07-19;False;;0;2;2
Poznań;61-323;f;1984-06-02;False;;0;0;5
Białystok;15-630;f;1965-05-08;False;;2;0;8
Bielsko-Biała;43-300;f;1985-08-14;False;;0;1;5
Wrocław;54-153;f;1973-10-13;False;;1;0;7
Rzeszów;35-607;m;1964-04-19;False;;1;0;2
Chorzów;41-506;m;1970-08-08;False;;0;1;1
Szczecin;71-692;m;1981-11-26;True;freelancer;1;1;3
Zielona Góra;65-128;m;1986-10-12;True;self-employment;2;1;8
Łaziska Górne;43-173;f;1977-12-23;True;full-time;0;1;0
Warszawa;04-857;m;1966-11-22;False;;2;0;3
Sopot;81-862;f;1968-04-06;True;full-time;1;0;4
Brzeg;49-300;m;1978-09-05;True;full-time;3;0;9
Opole;45-087;f;1999-01-22;False;;3;1;4
Drobin;09-210;f;1974-03-25;True;freelancer;3;2;9
Wrocław;51-674;f;1995-02-17;False;;1;1;2
Aleksandrów Kujawski;87-700;f;1978-05-25;False;;0;1;8
Lublin;20-055;m;1969-01-07;False;;2;1;8
Stubno;37-723;m;1989-09-28;False;;0;0;1
Sulechów;66-101;m;1969-11-29;True;full-time;1;2;0
Poznań;60-194;f;1981-05-12;False;;3;1;9
Kędzierzyn-Koźle;47-200;m;1999-09-06;False;;0;1;2
Łódź;91-838;f;1999-12-02;True;self-employment;2;0;0
Łódź;90-426;m;1995-11-23;True;self-employment;1;1;6
Szczecin;70-415;m;1970-08-25;False;;3;2;1
Warszawa;04-717;m;1995-07-01;False;;3;0;7
Łódź;90-272;m;1984-04-22;False;;0;0;8
Szczecin;70-791;m;1977-06-10;False;;1;0;5
Jaworzno;43-608;m;1989-08-23;True;full-time;1;2;6
Szczecin;70-304;m;1996-02-04;True;freelancer;2;0;5
Białystok;15-657;m;1976-12-20;False;;3;2;9
Ruda Śląska;41-707;m;1975-10-21;True;freelancer;1;2;2
Wrocław;51-658;m;1973-07-14;False;;0;1;0
Gdańsk;80-361;m;1975-10-24;True;full-time;1;0;6
Kraków;30-852;m;1995-03-10;True;self-employment;2;2;3
Kraków;31-990;f;1974-11-03;False;;0;1;5
Warszawa;02-495;f;1979-08-08;True;full-time;1;2;9
Katowice;40-570;f;1995-09-04;True;freelancer;0;2;5
Wrocław;52-130;m;1992-05-11;True;self-employment;3;2;6
Łódź;90-028;m;1979-12-09;False;;0;1;0
Łódź;93-155;f;1960-11-14;True;self-employment;0;2;4
Bydgoszcz;85-876;f;1975-03-12;True;self-employment;2;2;1
Bydgoszcz;85-369;m;1973-01-03;False;;3;2;7
Ostrówek;21-102;m;1987-07-17;True;freelancer;1;0;3
Kraków;30-118;m;1990-02-03;True;freelancer;1;0;4
Rojewo;88-111;m;1998-05-27;True;freelancer;0;0;6
Warszawa;01-867;m;1980-10-31;True;full-time;1;0;4
Zielona Góra;65-374;f;1966-07-18;True;full-time;2;0;8
Kraków;31-012;m;1965-09-26;False;;3;2;7
Katowice;40-470;m;1995-11-21;True;full-time;1;0;0
Łódź;91-603;f;1983-03-13;False;;3;0;2
Bydgoszcz;85-145;f;1998-06-07;False;;1;2;7
Gliwice;44-102;m;1975-01-11;True;full-time;1;1;9
Wrocław;51-167;f;1992-01-22;True;freelancer;3;0;1
Warszawa;03-836;m;1963-10-17;True;freelancer;2;2;2
Gdańsk;80-663;m;1975-12-29;True;self-employment;1;1;9
Bielsko-Biała;43-300;m;1985-12-18;False;;0;0;2
Poznań;61-672;m;1984-11-17;False;;2;1;0
Kędzierzyn-Koźle;47-200;f;1988-05-31;False;;0;0;1
Sopot;81-713;m;1971-09-19;True;self-employment;2;0;0
Zabrze;41-800;m;1973-11-22;False;;1;0;6
Bydgoszcz;85-357;f;1960-10-21;False;;1;0;1
Poznań;60-133;m;1982-01-22;True;freelancer;0;1;5
Kielce;25-351;f;1960-10-02;True;freelancer;1;0;8
Poznań;60-461;m;1958-08-28;False;;3;0;0
Bielsko-Biała;43-300;m;1965-12-11;False;;1;2;8
Katowice;40-348;m;1983-07-29;True;freelancer;2;1;4
Koszalin;75-645;f;1992-06-18;False;;3;1;8
Gdańsk;80-180;m;1990-07-29;True;full-time;1;0;4
Bydgoszcz;85-436;m;1974-06-07;False;;1;0;9
Jelenia Góra;58-500;f;1989-06-07;False;;0;1;3
Łożnica;72-122;f;1982-03-22;False;;0;2;5
Zamość;22-402;f;1975-08-08;False;;3;2;8
Wrocław;54-609;f;1976-01-24;True;freelancer;3;0;4
Warszawa;02-535;f;1971-04-27;True;freelancer;2;1;3
Kraków;30-714;m;1985-12-06;True;freelancer;3;0;9
Opole;45-857;f;1987-12-12;False;;2;0;0
Szczecin;70-672;f;1987-01-14;False;;1;0;6
Swarzędz;62-020;m;1964-12-08;True;self-employment;1;1;9
Gdynia;81-117;f;1980-07-27;False;;0;0;7
Bielsko-Biała;43-300;f;1967-04-21;True;self-employment;0;2;7
Poznań;60-857;f;1959-11-13;True;freelancer;2;1;1
Częstochowa;42-217;m;1985-07-20;True;full-time;1;0;0
Wrocław;50-305;m;1999-08-26;True;full-time;1;2;0
Warszawa;02-965;f;1994-02-22;False;;3;1;4
Zawiercie;42-400;m;1972-02-27;True;full-time;3;0;2
Warszawa;04-196;f;1977-03-15;True;freelancer;2;0;3
Wojtkowa;38-712;f;1985-11-05;True;self-employment;3;2;4
Krasnosielc;06-212;f;1991-04-04;False;;1;1;2
Gdańsk;80-230;f;1974-10-15;True;freelancer;1;2;9
Koszalin;75-606;f;1964-02-04;True;self-employment;1;0;5
Warszawa;03-041;f;1973-05-16;False;;0;2;6
Warszawa;01-912;f;1958-02-11;True;full-time;3;1;2
Lublin;20-430;f;1961-08-28;True;freelancer;2;0;8
Będzin;42-500;f;1966-08-03;True;freelancer;0;1;9
Rzeszów;35-083;m;1960-06-09;True;full-time;2;2;7
Lublin;20-508;m;1997-06-28;True;full-time;1;2;0
Zabrze;41-800;f;1989-10-26;True;freelancer;1;2;3
Kraków;31-619;f;1978-12-08;False;;1;1;9
Poznań;60-688;m;1975-01-03;False;;0;0;4
Kraków;31-610;m;1996-10-12;False;;2;2;2
Wrocław;52-214;m;1976-02-20;False;;3;2;2
Dąbrowa Górnicza;41-300;f;1980-12-05;False;;3;0;5
Warszawa;03-931;m;1964-10-19;False;;1;1;5
Katowice;40-265;f;1977-02-16;False;;0;0;2
Warszawa;01-921;f;1990-07-29;True;freelancer;1;2;9
Koszalin;75-552;f;1992-03-31;False;;1;2;7
Wrocław;53-029;m;1977-02-24;True;self-employment;1;1;1
Gdańsk;80-169;f;1963-01-06;False;;3;2;7
Chorzów;41-506;m;1968-10-24;True;full-time;0;1;7
Karsin;83-440;f;1973-03-19;True;freelancer;0;1;4
Zielona Góra;65-742;m;1990-11-10;True;freelancer;1;2;1
Kraków;30-608;m;1973-05-11;True;full-time;2;2;3
Warszawa;03-983;m;1961-10-23;False;;2;0;7
Dąbrowa Tarnowska;33-200;f;1979-09-11;False;;0;1;7
Bielsko-Biała;43-300;f;1983-05-16;False;;2;2;5
Białystok;15-775;f;1987-05-04;False;;3;0;5
Łódź;90-227;m;1995-10-26;False;;3;0;9
Gdańsk;80-306;f;1973-05-11;True;self-employment;0;0;2
Łódź;91-171;f;1961-11-12;True;self-employment;3;1;9
Kraków;31-463;f;1998-01-28;False;;3;0;9
Warszawa;01-929;m;1974-04-06;True;full-time;3;2;2
Kraków;30-201;m;1974-07-30;False;;0;0;0
Kraków;30-515;f;1958-06-03;False;;1;1;1
Warszawa;02-776;f;1968-10-09;False;;2;0;7
Łódź;91-336;m;1987-08-14;False;;1;0;9
Lublin;20-019;m;1983-05-18;True;full-time;1;2;7
Gdańsk;80-809;m;1984-10-04;False;;3;2;5
Szczecin;71-457;m;1977-05-15;False;;1;2;9
Warszawa;01-934;m;1971-03-25;False;;2;0;1
Wałcz;78-601;m;1997-11-16;False;;0;2;1
Łódź;93-521;m;1978-12-10;False;;0;0;9
Tczew;83-100;f;1996-11-24;False;;3;0;0
Łódź;91-864;m;1972-03-26;False;;3;0;8
Warszawa;02-438;m;1965-07-28;True;full-time;3;2;3
Gliwice;44-100;f;1973-11-21;False;;2;0;6
Koszalin;75-551;m;1958-02-06;True;freelancer;2;1;4
Łódź;93-430;m;1964-12-29;True;freelancer;2;2;7
Gliwice;44-121;f;1976-03-30;False;;0;2;9
Wrocław;54-704;f;1985-09-14;False;;3;1;6
Mikołów;43-195;m;1965-12-22;True;full-time;1;2;4
Gdańsk;80-507;f;1958-05-22;False;;3;0;8
Łódź;92-321;m;1961-01-28;False;;0;1;5
Rybnik;44-251;f;1963-02-18;False;;0;0;9
Zielona Góra;65-823;f;1988-07-06;False;;1;2;0
Warszawa;02-298;m;1967-02-03;True;full-time;3;2;2
Łódź;92-204;f;1976-05-27;False;;1;0;5
Świętochłowice;41-608;f;1979-01-05;False;;2;1;7
Warszawa;01-938;m;1986-11-29;False;;1;2;1
Kraków;31-836;m;1967-07-18;False;;2;0;3
Rudnik;22-330;f;1963-01-15;True;full-time;3;0;7
Warszawa;04-919;m;1967-12-30;True;freelancer;1;0;2
Wrocław;51-007;f;1999-03-15;False;;0;2;8
Chorzów;41-506;f;1997-09-09;False;;2;0;2
Białystok;15-077;f;1974-03-25;True;freelancer;0;1;0
Szczecin;71-047;m;1972-10-14;True;freelancer;1;0;5
Wrocław;53-502;m;1974-01-07;False;;0;2;8
Poznań;61-374;f;1981-07-23;True;self-employment;0;0;9
Poznań;61-141;m;1972-03-25;True;self-employment;3;0;3
Wrocław;54-614;m;1961-07-26;False;;3;0;7
Lublin;20-534;m;1965-09-19;False;;1;1;4
Katowice;40-674;m;1965-09-25;True;full-time;1;1;0
Gdynia;81-087;m;1977-05-13;False;;0;0;2
Wrocław;51-208;m;1959-05-08;False;;3;2;0
Warszawa;01-945;m;1981-03-23;False;;3;2;4
Siemianowice Śląskie;41-100;f;1962-12-13;True;self-employment;1;2;6
Krzemieniewo;64-120;m;1965-09-15;False;;3;2;7
Poznań;61-863;m;1964-03-22;False;;2;1;5
Tarnowskie Góry;42-609;f;1962-04-29;True;freelancer;3;2;0
Bydgoszcz;85-073;f;1963-06-05;False;;0;2;2
Warszawa;01-951;f;1994-03-02;True;freelancer;0;1;4
Białystok;15-715;f;1987-04-14;False;;0;2;9
Wrocław;51-210;f;1997-09-16;False;;0;1;1
Warszawa;01-954;f;1964-07-10;False;;1;2;5
Siemianowice Śląskie;41-103;m;1970-02-20;False;;2;2;0
Kraków;30-898;m;1982-06-01;True;self-employment;0;2;1
Poznań;61-772;f;1960-05-20;True;full-time;0;1;9
Łódź;90-414;f;1994-06-07;True;self-employment;1;0;8
Koszalin;75-635;m;1987-08-30;True;self-employment;2;0;7
Chorzów;41-506;f;1965-09-30;False;;3;0;6
Poznań;61-006;m;1987-04-20;True;freelancer;3;1;9
Łódź;91-165;m;1999-11-11;False;;0;2;6
Gdańsk;80-855;m;1963-06-28;False;;1;0;4
Kuryłówka;37-303;f;1997-02-02;True;full-time;2;1;0
Lublin;20-149;m;1959-12-29;False;;0;1;4
Białystok;15-571;m;1972-03-06;False;;2;1;9
Szczecin;70-703;f;1990-03-21;True;full-time;2;1;2
Opole;45-437;f;1968-06-01;False;;0;0;2
Gdynia;81-541;m;1966-04-22;True;freelancer;2;0;2
Rzeszów;35-101;f;1978-06-28;True;freelancer;3;2;6
Lublin;20-713;m;1997-05-31;False;;2;0;6
Łódź;91-849;f;1970-11-25;False;;0;2;7
Katowice;40-103;f;1967-01-27;False;;1;0;8
Zielona Góra;65-310;f;1980-08-26;False;;3;0;1
Poznań;60-579;m;1986-05-10;False;;1;2;8
Nowa Wieś;88-235;m;1958-06-08;False;;2;1;9
Opole;45-052;f;1999-02-23;True;full-time;1;0;0
Poznań;60-433;m;1992-01-30;True;full-time;3;1;5
Szczecin;71-792;m;1991-04-21;False;;0;2;8
Warszawa;02-783;f;1982-11-17;True;self-employment;3;2;5
Wrocław;53-512;m;1966-07-18;True;self-employment;3;2;1
Lublin;20-535;f;1971-07-28;False;;1;2;3
Zielona Góra;65-160;m;1971-09-18;True;freelancer;2;1;8
Gdynia;81-408;f;1964-06-23;True;full-time;3;1;6
Lublin;20-706;m;1958-01-06;True;self-employment;0;2;3
Lublin;20-750;m;1972-03-24;True;full-time;1;1;6
Siemianowice Śląskie;41-100;f;1986-05-28;True;full-time;2;0;3
Łódź;90-045;m;1998-09-09;True;self-employment;2;1;0
Warszawa;02-854;f;1984-06-12;False;;0;1;1
Olsztyn;10-405;m;1962-11-25;False;;1;1;2
Koszalin;75-347;f;1980-09-01;False;;1;1;1
Kraków;31-814;m;1984-04-11;True;full-time;1;1;8
Bydgoszcz;85-533;f;1980-02-15;True;self-employment;0;0;6
Rychtal;63-630;m;1985-03-08;False;;1;0;9
Kraków;30-524;m;1988-12-17;False;;0;2;3
Bydgoszcz;85-317;f;1962-10-25;False;;2;1;4
Białystok;15-801;m;1995-09-18;False;;0;1;8
Łódź;94-052;m;1995-09-14;False;;2;2;9
Wierzbno;07-111;f;1964-11-07;False;;0;1;3
Łódź;93-024;m;1979-03-28;False;;3;2;5
Wrocław;51-210;m;1975-11-29;True;freelancer;0;1;9
Warszawa;01-991;m;1995-06-06;False;;0;0;9
Racławice;32-222;m;1964-08-18;True;self-employment;2;1;2
Białystok;15-324;f;1963-10-26;True;self-employment;3;1;0
Lublin;20-618;m;1984-04-25;True;self-employment;2;0;8
Częstochowa;42-280;f;1982-05-27;False;;1;1;7
Bydgoszcz;85-471;f;1994-01-31;True;full-time;0;2;2
Łódź;91-337;m;1977-05-21;False;;3;1;7
Bielsko-Biała;43-300;f;1968-12-17;True;self-employment;0;1;0
Częstochowa;42-202;m;1964-08-22;False;;1;1;1
Jastrzębie-Zdrój;44-335;m;1965-03-27;False;;1;2;7
Katowice;40-672;m;1972-03-29;False;;1;2;2
Białystok;15-875;m;1977-02-25;False;;0;1;1
Będzin;42-500;m;1967-12-19;True;full-time;2;0;6
Poznań;60-668;f;1979-01-13;False;;0;1;7
Wrocław;51-679;m;1960-10-31;False;;3;0;2
Ruda Śląska;41-710;f;1968-10-25;True;full-time;3;0;4
Kraków;30-698;f;1958-07-30;True;full-time;1;2;3
Częstochowa;42-202;f;1983-12-04;True;self-employment;3;0;2
Jaworzno;43-600;f;1993-04-13;True;full-time;3;2;0
Łódź;91-154;f;1974-09-15;True;self-employment;2;1;9
Zielona Góra;65-954;m;1985-10-12;False;;0;1;6
Białystok;15-199;m;1963-02-22;True;self-employment;3;1;3
Warszawa;04-924;m;1977-08-23;False;;2;1;3
Poznań;60-161;f;1989-06-08;False;;1;0;2
Wrocław;53-633;m;1981-09-26;False;;1;0;3
Zawiercie;42-400;f;1975-12-02;True;self-employment;0;0;9
Kielce;25-551;m;1961-03-06;True;freelancer;2;1;1
Opole;45-118;m;1989-01-31;False;;3;2;4
Olsztyn;10-419;m;1969-01-27;True;freelancer;3;1;0
Wrocław;54-530;f;1984-04-19;True;freelancer;2;1;2
Zielona Góra;65-601;f;1963-12-29;False;;2;1;1
Kielce;25-455;f;1995-03-21;False;;1;2;5
Bydgoszcz;85-305;m;1990-10-30;False;;3;2;3
Łódź;91-226;m;1978-12-02;False;;2;1;3
Gdańsk;80-170;f;1960-11-14;False;;0;0;3
Gdańsk;80-119;f;1960-08-17;True;full-time;2;0;1
Olsztyn;10-190;f;1982-11-14;True;self-employment;3;0;5
Szczecin;71-499;f;1967-03-24;False;;3;2;8
Siemianowice Śląskie;41-100;m;1978-01-01;True;full-time;1;0;1
Będzino;76-037;f;1988-06-25;False;;1;0;1
Łódź;91-528;f;1972-04-08;False;;3;1;0
Bielsko-Biała;43-300;f;1988-11-18;True;freelancer;2;0;1
Lublin;20-825;m;1967-07-04;True;full-time;1;1;5
Łódź;92-437;f;1981-03-14;True;self-employment;3;0;8
Łódź;91-867;m;1984-10-03;False;;0;2;8
Warszawa;02-718;m;1958-05-20;False;;3;0;8
Poznań;60-175;f;1982-09-17;False;;2;1;1
Zielona Góra;65-315;f;1998-08-13;False;;3;2;1
Warszawa;02-041;m;1976-08-28;True;freelancer;1;2;2
Wrocław;51-319;m;1994-03-29;True;self-employment;2;0;2
Rzeszów;35-113;f;1979-03-25;False;;1;0;7
Łódź;92-736;m;1980-05-29;True;full-time;1;1;8
Łódź;91-048;f;1980-10-25;False;;2;0;3
Gdańsk;80-180;f;1978-06-29;False;;1;1;6
Warszawa;02-048;m;1994-01-20;True;freelancer;1;0;5
Lublin;20-827;m;1979-04-13;True;full-time;3;1;5
Gdańsk;80-900;m;1965-04-16;True;freelancer;3;1;3
Chorzów;41-500;f;1982-07-06;False;;1;1;0
Warszawa;02-052;f;1991-05-08;True;full-time;2;2;1
Lublin;20-515;m;1995-09-06;False;;2;0;2
Białystok;15-639;m;1996-05-20;True;full-time;2;2;4
Szczecin;71-116;m;1995-10-23;False;;2;1;5
Olsztyn;10-172;m;1960-03-26;True;self-employment;2;0;2
Gdańsk;80-691;m;1998-04-24;False;;0;2;8
Gdańsk;80-110;m;1975-01-26;False;;1;1;6
Żegiestów;33-360;f;1993-07-21;False;;3;2;0
Białystok;15-690;f;1970-09-17;True;self-employment;0;0;1
Kraków;30-405;f;1978-12-28;False;;2;0;9
Gdynia;81-306;f;1959-02-23;False;;1;2;2
Wrocław;54-102;m;1998-10-13;False;;1;1;8
Poznań;60-977;m;1969-06-18;False;;1;1;0
Warszawa;02-471;m;1990-06-21;True;self-employment;1;1;4
Janowo;13-113;f;1981-04-09;False;;3;0;7
Białystok;15-519;m;1958-09-21;True;full-time;3;1;7
Kraków;30-066;f;1976-11-20;True;freelancer;3;1;1
Poznań;60-461;f;1970-07-11;True;full-time;0;1;6
Bydgoszcz;85-451;f;1978-12-03;False;;2;1;2
Szczecin;70-767;f;1960-01-06;False;;3;1;1
Warszawa;04-900;f;1997-02-17;False;;0;1;5
Łódź;93-202;f;1960-10-03;True;freelancer;2;2;3
Białogard;78-200;f;1966-11-29;False;;1;0;3
Warszawa/Wesoła;05-077;m;1972-07-03;False;;2;2;2
Warszawa;02-078;f;1999-08-01;True;full-time;0;2;9
Warszawa;04-917;m;1969-11-03;True;self-employment;1;2;1
Będzin;42-500;f;1959-08-15;True;freelancer;1;1;1
